ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ABW,Aruba,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648357033729553,0.648357033729553,0.648357033729553,0.648357033729553,0.648357033729553,0.637259483337402,0.634907245635986,0.638231813907623,0.655210614204407,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859,0.645106136798859
AGO,Angola,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.284878194332123,0.292056500911713,0.275794386863709,0.231408938765526,0.237053096294403,0.242810025811195,0.255410015583038,0.360357642173767,0.300431966781616,0.287133246660233,0.281907469034195,0.281047344207764,0.288764148950577,0.350048303604126,0.342457354068756,0.346645057201386,0.330805242061615,0.323519378900528,0.287629246711731,0.223235100507736,0.223235100507736,0.223235100507736
ALB,Albania,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.830771684646606,0.817436575889587,0.869714736938477,0.90033894777298,0.91199517250061,0.701292395591736,0.706303477287293,0.704890131950378,0.704890131950378,0.704890131950378,0.704890131950378
ARG,Argentina,labsh,Share of labour compensation in GDP at current national prices,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.467761695384979,0.458000212907791,0.411868989467621,0.380585700273514,0.364353477954865,0.376827389001846,0.403305023908615,0.400277107954025,0.411081463098526,0.316750884056091,0.307681441307068,0.325439989566803,0.33866074681282,0.355213403701782,0.366409868001938,0.401706039905548,0.443571835756302,0.44017282128334,0.472903043031693,0.519548714160919,0.544279217720032,0.557846069335938,0.571412920951843,0.584979772567749,0.584801495075226,0.540641009807587,0.533033132553101,0.555041372776032,0.50031453371048,0.510082542896271,0.528471767902374
ARM,Armenia,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744815707206726,0.744815707206726,0.719028115272522,0.744815707206726,0.744815707206726,0.744815707206726,0.744815707206726,0.729505062103272,0.748906493186951,0.718738913536072,0.683684945106506,0.703645765781403,0.65802937746048,0.641965508460999,0.639502286911011,0.603701174259186,0.593769490718842,0.588961958885193,0.565741062164307,0.579095244407654,0.569885551929474,0.593116819858551,0.582260668277741,0.584861934185028,0.579672873020172,0.573664367198944,0.565172433853149,0.548754096031189,0.53120744228363,0.504585981369019,0.51909464597702,0.508563578128815,0.508563578128815,0.508563578128815
AUS,Australia,labsh,Share of labour compensation in GDP at current national prices,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.679780185222626,0.685091435909271,0.679827272891998,0.669902265071869,0.660960078239441,0.667436480522156,0.679783999919891,0.675305664539337,0.669578015804291,0.663482964038849,0.656078159809113,0.670249700546265,0.674707889556885,0.669175446033478,0.691512286663055,0.719121217727661,0.713194668292999,0.700187504291534,0.699400007724762,0.681958198547363,0.670736372470856,0.671567320823669,0.676764070987701,0.675029575824738,0.64524906873703,0.643118023872376,0.640367269515991,0.630575120449066,0.611905932426453,0.607828974723816,0.617014706134796,0.6245436668396,0.615730702877045,0.605830490589142,0.600053668022156,0.602428019046783,0.605877459049225,0.61635822057724,0.610626757144928,0.611968994140625,0.604052662849426,0.605064392089844,0.606984317302704,0.599807679653168,0.599910080432892,0.601517617702484,0.590798258781433,0.586387455463409,0.592022180557251,0.568356037139893,0.575622022151947,0.574317395687103,0.574950098991394,0.581968009471893,0.581848323345184,0.595910131931305,0.60457843542099,0.584962725639343,0.582688629627228,0.574934184551239,0.569040656089783,0.560350656509399,0.547128617763519,0.546087741851807,0.546087741851807
AUT,Austria,labsh,Share of labour compensation in GDP at current national prices,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.569767951965332,0.585240066051483,0.58218640089035,0.640552997589111,0.649395942687988,0.676052927970886,0.662499129772186,0.663077235221863,0.682971119880676,0.670350730419159,0.673504829406738,0.679935932159424,0.666589856147766,0.654911756515503,0.661840498447418,0.664117813110352,0.667495906352997,0.667709946632385,0.660595655441284,0.656049251556397,0.650768578052521,0.655740559101105,0.657958626747131,0.662599563598633,0.656719207763672,0.652517139911652,0.643284618854523,0.632818996906281,0.629087030887604,0.628308653831482,0.618841886520386,0.611665308475494,0.608660519123077,0.60524320602417,0.593671917915344,0.581101596355438,0.574733138084412,0.569526731967926,0.583829283714294,0.600847065448761,0.597598016262054,0.593102097511292,0.601977705955505,0.60887610912323,0.605553150177002,0.602150917053223,0.600066840648651,0.600424766540527,0.599839925765991,0.6048424243927,0.598010241985321,0.593212604522705,0.594138145446777,0.607999980449677
AZE,Azerbaijan,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569162964820862,0.569162964820862,0.569162964820862,0.569162964820862,0.569162964820862,0.513965487480164,0.483230710029602,0.428940892219543,0.389421045780182,0.408844590187073,0.401025891304016,0.377947062253952,0.37708979845047,0.379396855831146,0.385607898235321,0.341337025165558,0.255411922931671,0.233612030744553,0.211909219622612,0.254765182733536,0.231506615877152,0.212224140763283,0.229299128055573,0.243061304092407,0.250905215740204,0.289259105920792,0.272547602653503,0.2545405626297,0.255480498075485,0.327482730150223,0.392302095890045,0.392302095890045,0.392302095890045,0.392302095890045
BDI,Burundi,labsh,Share of labour compensation in GDP at current national prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750308871269226,0.750308871269226,0.750308871269226,0.750308871269226,0.750308871269226,0.751651763916016,0.730288982391357,0.724469065666199,0.711819410324097,0.719200611114502,0.726581752300263,0.733962953090668,0.741344153881073,0.748725295066834,0.756106495857239,0.763487696647644,0.770868837833405,0.77825003862381,0.78563117980957,0.793012380599976,0.800393581390381,0.807774722576141,0.815155923366547,0.822537124156952,0.829918265342712,0.837299466133118,0.618851184844971,0.614920616149902,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669,0.606217503547669
BEL,Belgium,labsh,Share of labour compensation in GDP at current national prices,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.66414213180542,0.657494962215424,0.649960100650787,0.632412254810333,0.628126621246338,0.633197009563446,0.647891521453857,0.646496415138245,0.649921119213104,0.641644537448883,0.632158875465393,0.636581420898438,0.635677933692932,0.63352245092392,0.64173811674118,0.632380664348602,0.643422961235046,0.647515118122101,0.640514731407166,0.625207781791687,0.615302741527557,0.613067388534546,0.607697367668152,0.624550104141235,0.636493384838104,0.621141374111176,0.620073974132538,0.628418266773224,0.629071831703186,0.620788991451263,0.610845565795898,0.606113135814667,0.605088174343109,0.602487564086914,0.596357941627502,0.592523753643036,0.584589779376984,0.571623742580414,0.586125731468201
